Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.73     0.00        7     0.00     0.00  void std::vector<mlx::model_storage::Arena::Pin, std::allocator<mlx::model_storage::Arena::Pin> >::_M_realloc_insert<mlx::model_storage::Arena::Pin>(__gnu_cxx::__normal_iterator<mlx::model_storage::Arena::Pin*, std::vector<mlx::model_storage::Arena::Pin, std::allocator<mlx::model_storage::Arena::Pin> > >, mlx::model_storage::Arena::Pin&&)
  0.00      2.73     0.00        6     0.00     0.00  mlx::memory_model::(anonymous namespace)::check(bool, char const*)
  0.00      2.73     0.00        6     0.00     0.00  mlx::model_system::(anonymous namespace)::references(Json::Value const&, std::set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&)
  0.00      2.73     0.00        6     0.00     0.00  mlx::model_system::(anonymous namespace)::ref(Json::Value const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mlx::tensor_model::Tensor, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > > const&)
  0.00      2.73     0.00        6     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int*> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.73     0.00        6     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<unsigned long const, unsigned long> >, bool> std::_Rb_tree<unsigned long, std::pair<unsigned long const, unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned long> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, unsigned long> > >::_M_emplace_unique<unsigned long&, unsigned long&>(unsigned long&, unsigned long&)
  0.00      2.73     0.00        6     0.00     0.00  frame_dummy
  0.00      2.73     0.00        5     0.00     0.00  mlx::model_system::PhysicalMemory::bind(mlx::tensor_model::Tensor const&, mlx::tensor_model::Tensor const&, bool)
  0.00      2.73     0.00        5     0.00     0.00  mlx::tensor_model::dtype(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.73     0.00        5     0.00     0.00  mlx::tensor_model::Tensor::Tensor(mlx::tensor_model::Tensor const&)
  0.00      2.73     0.00        5     0.00     0.00  mlx::model_storage::Arena::allocate(mlx::tensor_model::DType, std::vector<long, std::allocator<long> >, bool)
  0.00      2.73     0.00        5     0.00     0.00  mlx::model_io::PhysicalMux::Channel::~Channel()
  0.00      2.73     0.00        5     0.00     0.00  mlx::model_io::PhysicalMux::channel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.73     0.00        5     0.00     0.00  mlx::model_io::AddressSpacePort::AddressSpacePort(mlx::model_io::PhysicalMemoryPort&, mlx::model_io::RequestTokens&, std::vector<mlx::model_io::Region, std::allocator<mlx::model_io::Region> >, unsigned long)
  0.00      2.73     0.00        5     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const
  0.00      2.73     0.00        5     0.00     0.00  std::_Sp_counted_ptr_inplace<mlx::model_storage::Arena::State::Owner, std::allocator<mlx::model_storage::Arena::State::Owner>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      2.73     0.00        5     0.00     0.00  std::_Sp_counted_ptr_inplace<mlx::model_storage::Arena::State::Owner, std::allocator<mlx::model_storage::Arena::State::Owner>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      2.73     0.00        5     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<mlx::tensor_model::Storage const* const, unsigned long> >, bool> std::_Rb_tree<mlx::tensor_model::Storage const*, std::pair<mlx::tensor_model::Storage const* const, unsigned long>, std::_Select1st<std::pair<mlx::tensor_model::Storage const* const, unsigned long> >, std::less<mlx::tensor_model::Storage const*>, std::allocator<std::pair<mlx::tensor_model::Storage const* const, unsigned long> > >::_M_emplace_unique<mlx::tensor_model::Storage*, unsigned long const&>(mlx::tensor_model::Storage*&&, unsigned long const&)
  0.00      2.73     0.00        5     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<unsigned long, unsigned int> >, bool> std::_Rb_tree<std::pair<unsigned long, unsigned int>, std::pair<unsigned long, unsigned int>, std::_Identity<std::pair<unsigned long, unsigned int> >, std::less<std::pair<unsigned long, unsigned int> >, std::allocator<std::pair<unsigned long, unsigned int> > >::_M_emplace_unique<unsigned long, unsigned int&>(unsigned long&&, unsigned int&)
  0.00      2.73     0.00        5     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<unsigned long const, mlx::model_system::PhysicalMemory::Region> >, bool> std::_Rb_tree<unsigned long, std::pair<unsigned long const, mlx::model_system::PhysicalMemory::Region>, std::_Select1st<std::pair<unsigned long const, mlx::model_system::PhysicalMemory::Region> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, mlx::model_system::PhysicalMemory::Region> > >::_M_emplace_unique<unsigned long&, mlx::model_system::PhysicalMemory::Region>(unsigned long&, mlx::model_system::PhysicalMemory::Region&&)
  0.00      2.73     0.00        5     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<unsigned long const, mlx::model_storage::Arena::State::Record> >, bool> std::_Rb_tree<unsigned long, std::pair<unsigned long const, mlx::model_storage::Arena::State::Record>, std::_Select1st<std::pair<unsigned long const, mlx::model_storage::Arena::State::Record> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, mlx::model_storage::Arena::State::Record> > >::_M_emplace_unique<unsigned long const&, mlx::model_storage::Arena::State::Record>(unsigned long const&, mlx::model_storage::Arena::State::Record&&)
  0.00      2.73     0.00        5     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<unsigned long const, mlx::model_io::PhysicalMux::Entry> >, bool> std::_Rb_tree<unsigned long, std::pair<unsigned long const, mlx::model_io::PhysicalMux::Entry>, std::_Select1st<std::pair<unsigned long const, mlx::model_io::PhysicalMux::Entry> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, mlx::model_io::PhysicalMux::Entry> > >::_M_emplace_unique<unsigned long&, mlx::model_io::PhysicalMux::Entry>(unsigned long&, mlx::model_io::PhysicalMux::Entry&&)
  0.00      2.73     0.00        4     0.00     0.00  mlx::model_events::PairFlow::~PairFlow()
  0.00      2.73     0.00        4     0.00     0.00  mlx::model_events::CompletionWindow::snapshot() const
  0.00      2.73     0.00        4     0.00     0.00  std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::shared_ptr<mlx::tensor_model::Storage>, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<mlx::tensor_model::Storage> > > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.73     0.00        4     0.00     0.00  void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.73     0.00        4     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_insert_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      2.73     0.00        4     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor&)
  0.00      2.73     0.00        3     0.00     0.00  mlx::model_system::(anonymous namespace)::Runner::finish(unsigned int)
  0.00      2.73     0.00        3     0.00     0.00  mlx::matrix_schedule::(anonymous namespace)::decode(Json::Value const&)
  0.00      2.73     0.00        3     0.00     0.00  mlx::model_events::PairFlow::description() const
  0.00      2.73     0.00        3     0.00     0.00  mlx::model_system::PhysicalMemory::require_initialized(mlx::tensor_model::Tensor const&) const
  0.00      2.73     0.00        3     0.00     0.00  mlx::shared_array::Resources::idle() const
  0.00      2.73     0.00        3     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned long, unsigned char const&)
  0.00      2.73     0.00        3     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.73     0.00        3     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, mlx::tensor_model::Tensor&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, mlx::tensor_model::Tensor&)
  0.00      2.73     0.00        3     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::erase(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.73     0.00        3     0.00     0.00  std::_Rb_tree<std::pair<unsigned long, unsigned int>, std::pair<unsigned long, unsigned int>, std::_Identity<std::pair<unsigned long, unsigned int> >, std::less<std::pair<unsigned long, unsigned int> >, std::allocator<std::pair<unsigned long, unsigned int> > >::equal_range(std::pair<unsigned long, unsigned int> const&)
  0.00      2.73     0.00        3     0.00     0.00  std::pair<std::_Rb_tree_iterator<unsigned long>, bool> std::_Rb_tree<unsigned long, unsigned long, std::_Identity<unsigned long>, std::less<unsigned long>, std::allocator<unsigned long> >::_M_insert_unique<unsigned long>(unsigned long&&)
  0.00      2.73     0.00        2     0.00     0.00  mlx::model_events::PairFlow::PairFlow(std::shared_ptr<mlx::model_events::CompletionWindow>, mlx::model_events::Mapping, bool, unsigned int, unsigned long, bool)
  0.00      2.73     0.00        2     0.00     0.00  mlx::model_system::(anonymous namespace)::Runner::load_pipelines(Json::Value const&)
  0.00      2.73     0.00        2     0.00     0.00  mlx::model_system::(anonymous namespace)::Runner::readback(mlx::tensor_model::Tensor const&)
  0.00      2.73     0.00        2     0.00     0.00  mlx::model_system::(anonymous namespace)::broadcast(unsigned long, std::vector<long, std::allocator<long> > const&, std::vector<long, std::allocator<long> > const&)
  0.00      2.73     0.00        2     0.00     0.00  mlx::shared_array::Resources::residency_limit(unsigned long, unsigned int, unsigned int)
  0.00      2.73     0.00        2     0.00     0.00  mlx::shared_array::Resources::attach(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, unsigned int, unsigned int, unsigned long)
  0.00      2.73     0.00        2     0.00     0.00  mlx::shared_array::Resources::detach(unsigned long, bool)
  0.00      2.73     0.00        2     0.00     0.00  mlx::tensor_model::Assets::load(Json::Value const&)
  0.00      2.73     0.00        2     0.00     0.00  mlx::control_schedule::(anonymous namespace)::metadata(mlx::tensor_model::Tensor const&)
  0.00      2.73     0.00        2     0.00     0.00  mlx::model_events::Mapping::producer_blocks() const
  0.00      2.73     0.00        2     0.00     0.00  mlx::model_events::PairFlow::total_limit() const
  0.00      2.73     0.00        2     0.00     0.00  mlx::model_events::PairFlow::per_pe_limit() const
  0.00      2.73     0.00        2     0.00     0.00  mlx::shared_array::Hardware::operator==(mlx::shared_array::Hardware const&) const
  0.00      2.73     0.00        2     0.00     0.00  mlx::matrix_schedule::Options::validate() const
  0.00      2.73     0.00        2     0.00     0.00  mlx::matrix_schedule::Simulator::result() const
  0.00      2.73     0.00        2     0.00     0.00  mlx::vector_schedule::Options::validate() const
  0.00      2.73     0.00        2     0.00     0.00  mlx::control_schedule::Options::validate() const
  0.00      2.73     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor&&)
