Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       4/3060        mlx::control_schedule::Leaf::begin(Json::Value const&) [150]
                0.00    0.00       2/11          mlx::tensor_model::dtype_name[abi:cxx11](mlx::tensor_model::DType) [175]
                0.00    0.00       2/4           mlx::model_events::PairFlow::~PairFlow() [205]
                0.00    0.00       1/2           mlx::control_schedule::Options::validate() const [226]
                0.00    0.00       1/11          mlx::tensor_model::shape(Json::Value const&) [176]
                0.00    0.00       1/49          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [165]
                0.00    0.00       1/1           std::set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::set(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [258]
-----------------------------------------------
                0.00    0.00       1/1           mlx::model_system::(anonymous namespace)::Runner::open_window(mlx::model_system::(anonymous namespace)::Task&) [74]
[77]     0.0    0.00    0.00       1         mlx::control_schedule::Simulator::Simulator(Json::Value const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mlx::tensor_model::Tensor, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > > const&, mlx::tensor_model::Tensor, mlx::control_schedule::Options, mlx::model_io::MemoryPort*) [77]
                0.00    0.00       1/1           mlx::control_schedule::Simulator::Impl::Impl(Json::Value const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mlx::tensor_model::Tensor, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > > const&, mlx::tensor_model::Tensor, mlx::control_schedule::Options, mlx::model_io::MemoryPort*) [76]
-----------------------------------------------
                0.00    0.00       1/2           mlx::model_system::(anonymous namespace)::Runner::finish(unsigned int) [67]
                0.00    0.00       1/2           mlx::matrix_schedule::Simulator::Simulator(Json::Value const&, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor const*, bool, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, mlx::tensor_model::Tensor, unsigned long, mlx::matrix_schedule::Options, mlx::model_io::MemoryPort*, mlx::shared_array::Resources*, unsigned long, mlx::model_events::BlockFlow*) [85]
[78]     0.0    0.00    0.00       2         mlx::matrix_schedule::Simulator::result() const [78]
                0.00    0.00       1/1           mlx::matrix_schedule::Simulator::Impl::Impl(Json::Value const&, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor const*, bool, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, mlx::tensor_model::Tensor, unsigned long, mlx::matrix_schedule::Options, mlx::model_io::MemoryPort*, mlx::shared_array::Resources*, unsigned long, mlx::model_events::BlockFlow*) [82]
                0.00    0.00       1/1           mlx::matrix_schedule::Simulator::Impl::result() const [87]
-----------------------------------------------
                0.00    0.00       2/7           mlx::model_system::(anonymous namespace)::Runner::readback(mlx::tensor_model::Tensor const&) [59]
                0.00    0.00       2/7           mlx::tensor_model::Assets::load(Json::Value const&) [44]
                0.00    0.00       3/7           mlx::model_system::(anonymous namespace)::Runner::start(unsigned int) [65]
[79]     0.0    0.00    0.00       7         mlx::tensor_model::Tensor::allocate(mlx::tensor_model::DType, std::vector<long, std::allocator<long> >) [79]
                0.00    0.00       7/413949      mlx::tensor_model::elements(std::vector<long, std::allocator<long> > const&) [40]
                0.00    0.00       7/12          mlx::tensor_model::strides(std::vector<long, std::allocator<long> > const&) [172]
-----------------------------------------------
                0.00    0.00       1/1           mlx::vector_schedule::Simulator::Simulator(Json::Value const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mlx::tensor_model::Tensor, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > > const&, mlx::tensor_model::Tensor, mlx::vector_schedule::Options, mlx::model_io::MemoryPort*, mlx::shared_array::Resources*, unsigned long, mlx::model_events::BlockFlow*) [81]
[80]     0.0    0.00    0.00       1         mlx::vector_schedule::Simulator::Impl::Impl(Json::Value const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mlx::tensor_model::Tensor, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > > const&, mlx::tensor_model::Tensor, mlx::vector_schedule::Options, mlx::model_io::MemoryPort*, mlx::shared_array::Resources*, unsigned long, mlx::model_events::BlockFlow*) [80]
                0.00    0.00      14/6031997     mlx::vector_schedule::(anonymous namespace)::check(bool, char const*) [26]
                0.00    0.00       5/4719679     void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int&&) [21]
                0.00    0.00       1/413949      mlx::tensor_model::elements(std::vector<long, std::allocator<long> > const&) [40]
                0.00    0.00       1/188465      mlx::tensor_model::Tensor::contiguous() const [48]
                0.00    0.00       6/25594576     mlx::vector_schedule::Simulator::tick() [13]
                0.00    0.00       2/11          mlx::tensor_model::dtype_name[abi:cxx11](mlx::tensor_model::DType) [175]
                0.00    0.00       1/2           mlx::vector_schedule::Options::validate() const [225]
                0.00    0.00       1/1           mlx::vector_model::supports(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [235]
                0.00    0.00       1/11          mlx::tensor_model::shape(Json::Value const&) [176]
                0.00    0.00       1/2           mlx::shared_array::Hardware::operator==(mlx::shared_array::Hardware const&) const [223]
                0.00    0.00       1/2           mlx::shared_array::Resources::attach(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, unsigned int, unsigned int, unsigned long) [218]
                0.00    0.00       1/2           mlx::model_events::PairFlow::total_limit() const [221]
                0.00    0.00       1/2           mlx::model_events::PairFlow::per_pe_limit() const [222]
                0.00    0.00       1/2           mlx::shared_array::Resources::residency_limit(unsigned long, unsigned int, unsigned int) [217]
-----------------------------------------------
                0.00    0.00       1/1           mlx::model_system::(anonymous namespace)::Runner::open_window(mlx::model_system::(anonymous namespace)::Task&) [74]
[81]     0.0    0.00    0.00       1         mlx::vector_schedule::Simulator::Simulator(Json::Value const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mlx::tensor_model::Tensor, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > > const&, mlx::tensor_model::Tensor, mlx::vector_schedule::Options, mlx::model_io::MemoryPort*, mlx::shared_array::Resources*, unsigned long, mlx::model_events::BlockFlow*) [81]
                0.00    0.00       1/1           mlx::vector_schedule::Simulator::Impl::Impl(Json::Value const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mlx::tensor_model::Tensor, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > > const&, mlx::tensor_model::Tensor, mlx::vector_schedule::Options, mlx::model_io::MemoryPort*, mlx::shared_array::Resources*, unsigned long, mlx::model_events::BlockFlow*) [80]
-----------------------------------------------
                0.00    0.00       1/1           mlx::matrix_schedule::Simulator::result() const [78]
[82]     0.0    0.00    0.00       1         mlx::matrix_schedule::Simulator::Impl::Impl(Json::Value const&, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor const*, bool, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, mlx::tensor_model::Tensor, unsigned long, mlx::matrix_schedule::Options, mlx::model_io::MemoryPort*, mlx::shared_array::Resources*, unsigned long, mlx::model_events::BlockFlow*) [82]
                0.00    0.00       3/413949      mlx::tensor_model::elements(std::vector<long, std::allocator<long> > const&) [40]
                0.00    0.00       5/4719679     void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int&&) [21]
                0.00    0.00       1/188465      mlx::tensor_model::Tensor::contiguous() const [48]
                0.00    0.00       3/3           mlx::matrix_schedule::(anonymous namespace)::decode(Json::Value const&) [208]
                0.00    0.00       2/4311        mlx::tensor_model::element_bytes(mlx::tensor_model::DType) [148]
                0.00    0.00       2/11          mlx::tensor_model::dtype_name[abi:cxx11](mlx::tensor_model::DType) [175]
                0.00    0.00       1/2           mlx::matrix_schedule::Options::validate() const [224]
                0.00    0.00       1/2           mlx::shared_array::Hardware::operator==(mlx::shared_array::Hardware const&) const [223]
                0.00    0.00       1/2           mlx::shared_array::Resources::attach(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, unsigned int, unsigned int, unsigned long) [218]
                0.00    0.00       1/3           mlx::model_events::PairFlow::description() const [209]
                0.00    0.00       1/2           mlx::model_events::PairFlow::total_limit() const [221]
                0.00    0.00       1/2           mlx::model_events::PairFlow::per_pe_limit() const [222]
                0.00    0.00       1/2           mlx::shared_array::Resources::residency_limit(unsigned long, unsigned int, unsigned int) [217]
-----------------------------------------------
                0.00    0.00       2/5           mlx::model_system::(anonymous namespace)::Runner::Runner(Json::Value const&, Json::Value const&) [43]
                0.00    0.00       3/5           mlx::model_system::(anonymous namespace)::Runner::start(unsigned int) [65]
[83]     0.0    0.00    0.00       5         mlx::model_storage::Arena::allocate(mlx::tensor_model::DType, std::vector<long, std::allocator<long> >, bool) [83]
                0.00    0.00       5/413949      mlx::tensor_model::elements(std::vector<long, std::allocator<long> > const&) [40]
                0.00    0.00       5/4311        mlx::tensor_model::element_bytes(mlx::tensor_model::DType) [148]
                0.00    0.00       5/12          mlx::tensor_model::strides(std::vector<long, std::allocator<long> > const&) [172]
                0.00    0.00       5/5           std::pair<std::_Rb_tree_iterator<std::pair<unsigned long const, mlx::model_storage::Arena::State::Record> >, bool> std::_Rb_tree<unsigned long, std::pair<unsigned long const, mlx::model_storage::Arena::State::Record>, std::_Select1st<std::pair<unsigned long const, mlx::model_storage::Arena::State::Record> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, mlx::model_storage::Arena::State::Record> > >::_M_emplace_unique<unsigned long const&, mlx::model_storage::Arena::State::Record>(unsigned long const&, mlx::model_storage::Arena::State::Record&&) [203]
                0.00    0.00       5/5           std::pair<std::_Rb_tree_iterator<std::pair<mlx::tensor_model::Storage const* const, unsigned long> >, bool> std::_Rb_tree<mlx::tensor_model::Storage const*, std::pair<mlx::tensor_model::Storage const* const, unsigned long>, std::_Select1st<std::pair<mlx::tensor_model::Storage const* const, unsigned long> >, std::less<mlx::tensor_model::Storage const*>, std::allocator<std::pair<mlx::tensor_model::Storage const* const, unsigned long> > >::_M_emplace_unique<mlx::tensor_model::Storage*, unsigned long const&>(mlx::tensor_model::Storage*&&, unsigned long const&) [200]
-----------------------------------------------
                0.00    0.00       2/2           mlx::control_schedule::Simulator::Impl::Impl(Json::Value const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mlx::tensor_model::Tensor, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > > const&, mlx::tensor_model::Tensor, mlx::control_schedule::Options, mlx::model_io::MemoryPort*) [76]
[84]     0.0    0.00    0.00       2         mlx::control_schedule::(anonymous namespace)::metadata(mlx::tensor_model::Tensor const&) [84]
                0.00    0.00       4/413949      mlx::tensor_model::elements(std::vector<long, std::allocator<long> > const&) [40]
-----------------------------------------------
                0.00    0.00       1/1           mlx::model_system::(anonymous namespace)::Runner::open_window(mlx::model_system::(anonymous namespace)::Task&) [74]
[85]     0.0    0.00    0.00       1         mlx::matrix_schedule::Simulator::Simulator(Json::Value const&, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor, mlx::tensor_model::Tensor const*, bool, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, mlx::tensor_model::Tensor, unsigned long, mlx::matrix_schedule::Options, mlx::model_io::MemoryPort*, mlx::shared_array::Resources*, unsigned long, mlx::model_events::BlockFlow*) [85]
                0.00    0.00       1/2           mlx::matrix_schedule::Simulator::result() const [78]
-----------------------------------------------
                0.00    0.00       1/2           mlx::model_system::(anonymous namespace)::Runner::Runner(Json::Value const&, Json::Value const&) [43]
                0.00    0.00       1/2           mlx::model_system::execute_ready_graph(Json::Value const&, Json::Value const&, std::filesystem::__cxx11::path const&) [2]
[86]     0.0    0.00    0.00       2         mlx::model_system::(anonymous namespace)::Runner::load_pipelines(Json::Value const&) [86]
                0.00    0.00       2/413949      mlx::tensor_model::elements(std::vector<long, std::allocator<long> > const&) [40]
                0.00    0.00       3/3092895     std::filesystem::__cxx11::path::~path() [30]
                0.00    0.00       2/2           mlx::model_system::(anonymous namespace)::broadcast(unsigned long, std::vector<long, std::allocator<long> > const&, std::vector<long, std::allocator<long> > const&) [96]
                0.00    0.00      18/5762824     mlx::tensor_model::require(bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [106]
                0.00    0.00       1/11          mlx::tensor_model::shape(Json::Value const&) [176]
                0.00    0.00       1/1           mlx::model_events::Mapping::parse(Json::Value const&) [231]
                0.00    0.00       1/2           mlx::model_events::Mapping::producer_blocks() const [220]
-----------------------------------------------
                0.00    0.00       1/1           mlx::matrix_schedule::Simulator::result() const [78]
[87]     0.0    0.00    0.00       1         mlx::matrix_schedule::Simulator::Impl::result() const [87]
                0.00    0.00       1/1505580     mlx::shared_array::Resources::live_spm_vectors(unsigned long) const [9]
                0.00    0.00       1/1           mlx::tensor_model::MatrixInstructionStats::json() const [246]
                0.00    0.00       1/3           mlx::model_events::PairFlow::description() const [209]
-----------------------------------------------
                0.00    0.00       1/1           mlx::vector_schedule::Simulator::result() const [89]
[88]     0.0    0.00    0.00       1         mlx::vector_schedule::Simulator::Impl::result() const [88]
                0.00    0.00       1/1505580     mlx::shared_array::Resources::live_spm_vectors(unsigned long) const [9]
                0.00    0.00       1/1           mlx::vector_model::Stats::json() const [247]
                0.00    0.00       1/3           mlx::model_events::PairFlow::description() const [209]
-----------------------------------------------
                0.00    0.00       1/1           mlx::model_system::(anonymous namespace)::Runner::finish(unsigned int) [67]
[89]     0.0    0.00    0.00       1         mlx::vector_schedule::Simulator::result() const [89]
                0.00    0.00       1/1           mlx::vector_schedule::Simulator::Impl::result() const [88]
-----------------------------------------------
                0.00    0.00       1/1           mlx::model_system::(anonymous namespace)::Runner::Runner(Json::Value const&, Json::Value const&) [43]
[90]     0.0    0.00    0.00       1         mlx::vector_schedule::Options::parse(Json::Value const&) [90]
                0.00    0.00       7/6031997     mlx::vector_schedule::(anonymous namespace)::check(bool, char const*) [26]
                0.00    0.00      22/52          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [164]
                0.00    0.00      19/49          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [165]
                0.00    0.00       1/2           mlx::vector_schedule::Options::validate() const [225]
-----------------------------------------------
                0.00    0.00       3/3           mlx::model_system::(anonymous namespace)::Runner::finish(unsigned int) [67]
[91]     0.0    0.00    0.00       3         std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, mlx::tensor_model::Tensor&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, mlx::tensor_model::Tensor&) [91]
                0.00    0.00       6/3092895     std::filesystem::__cxx11::path::~path() [30]
                0.00    0.00       3/9           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [183]
-----------------------------------------------
                0.00    0.00       4/4           mlx::model_system::(anonymous namespace)::Runner::start(unsigned int) [65]
[92]     0.0    0.00    0.00       4         std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor&) [92]
                0.00    0.00       5/3092895     std::filesystem::__cxx11::path::~path() [30]
                0.00    0.00       4/9           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [183]
-----------------------------------------------
                                   5             mlx::model_system::(anonymous namespace)::references(Json::Value const&, std::set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [93]
                0.00    0.00       6/6           mlx::model_system::(anonymous namespace)::Runner::Runner(Json::Value const&, Json::Value const&) [43]
[93]     0.0    0.00    0.00       6+5       mlx::model_system::(anonymous namespace)::references(Json::Value const&, std::set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [93]
                0.00    0.00       4/3092895     std::filesystem::__cxx11::path::~path() [30]
                0.00    0.00       4/4           std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_insert_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [97]
                0.00    0.00       4/5762824     mlx::tensor_model::require(bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [106]
                                   5             mlx::model_system::(anonymous namespace)::references(Json::Value const&, std::set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [93]
-----------------------------------------------
                0.00    0.00       4/4           mlx::model_system::(anonymous namespace)::Runner::Runner(Json::Value const&, Json::Value const&) [43]
[94]     0.0    0.00    0.00       4         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [94]
                0.00    0.00       4/3092895     std::filesystem::__cxx11::path::~path() [30]
-----------------------------------------------
                0.00    0.00       2/2           mlx::model_system::(anonymous namespace)::Runner::Runner(Json::Value const&, Json::Value const&) [43]
[95]     0.0    0.00    0.00       2         std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor&&) [95]
                0.00    0.00       3/3092895     std::filesystem::__cxx11::path::~path() [30]
                0.00    0.00       2/9           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [183]
-----------------------------------------------
                0.00    0.00       2/2           mlx::model_system::(anonymous namespace)::Runner::load_pipelines(Json::Value const&) [86]
[96]     0.0    0.00    0.00       2         mlx::model_system::(anonymous namespace)::broadcast(unsigned long, std::vector<long, std::allocator<long> > const&, std::vector<long, std::allocator<long> > const&) [96]
                0.00    0.00       2/3092895     std::filesystem::__cxx11::path::~path() [30]
                0.00    0.00       4/5762824     mlx::tensor_model::require(bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [106]
-----------------------------------------------
                0.00    0.00       4/4           mlx::model_system::(anonymous namespace)::references(Json::Value const&, std::set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [93]
[97]     0.0    0.00    0.00       4         std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_insert_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [97]
                0.00    0.00       1/3092895     std::filesystem::__cxx11::path::~path() [30]
